"subject" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
11 "SITTING" 0.276609068219745 -0.0190957961722611 -0.108973870187898 -0.586989828163694 -0.487537966213376 -0.663355760656051 0.729207854076433 0.0541723497267516 0.139688402656051 -0.975345253949045 -0.956991877006369 -0.956705197643312 0.0830004391649682 0.00754575472050955 -0.00657436282267516 -0.657387159348408 -0.606569926348726 -0.841621374808917 -0.0545826997471656 -0.057760866393949 0.0873479055083583 -0.738479109537261 -0.70169442656051 -0.723530145828025 -0.080526211410828 -0.0494763417675159 -0.0481072817632166 -0.78059608955414 -0.867648350828025 -0.794328936815287 -0.540084945283758 -0.610737597765605 -0.540084945283758 -0.610737597765605 -0.677924832601911 -0.662431689321656 -0.626413805245223 -0.69510017755 -0.825822469617834 -0.866269129904459 -0.617290238473248 -0.528901169711338 -0.748594813630573 -0.57690682108535 -0.499770978461465 -0.650036914427707 -0.674872244027389 -0.630337497896497 -0.824589228503185 -0.670286674469745 -0.607174094924522 -0.857447076624204 -0.708402086047771 -0.775534336847134 -0.707266984681529 -0.750362055652866 -0.668859800442994 -0.754643547101911 -0.609395391584395 -0.672661671869427 -0.654240627881529 -0.675240275003185 -0.756276579840764 -0.709659078215287 -0.86416270955414 -0.878701849840764
11 "STANDING" 0.27285549 -0.0240660055 -0.10390072 -0.97988363 -0.93647613 -0.974387225 0.93750413 -0.172343855 0.22207886 -0.983119445 -0.980201085 -0.973580035 0.0850567935 0.0484157275 -0.00655649775 -0.963263105 -0.956429385 -0.98231109 -0.078305496 -0.131501155 0.077268165 -0.96647581 -0.987254135 -0.958296495 -0.0838631045 -0.036056577 -0.033371406 -0.961040155 -0.982815065 -0.97791635 -0.973018775 -0.949595955 -0.973018775 -0.949595955 -0.977283 -0.948422915 -0.935153045 -0.95915 -0.98485877 -0.9667386 -0.970229035 -0.93244833 -0.974745295 -0.98532634 -0.94205434 -0.97532047 -0.95938966 -0.95221363 -0.97790638 -0.971903915 -0.96597682 -0.985830605 -0.952866965 -0.98386241 -0.95627413 -0.970965055 -0.990059995 -0.962742385 -0.94635927 -0.95840264 -0.9533102 -0.94143881 -0.96315542 -0.96374543 -0.9691224 -0.96594422
12 "WALKING_DOWNSTAIRS" 0.272694371584158 -0.0181581049852301 -0.106023060985149 -0.665151911207921 -0.630063974084158 -0.702356191321782 0.764929637386139 -0.0364733361668317 0.0872210977150495 -0.964978660990099 -0.95814205539604 -0.940183299009901 0.0797018960059406 0.00232502503732673 -0.0098753579880198 -0.676215964257426 -0.686882676686337 -0.79397541960396 -0.0554080556989604 -0.0716054572717822 0.0993969300158416 -0.766013249093564 -0.787318702772277 -0.672976980851485 -0.075396617279703 -0.0418720001816832 -0.0610953549569307 -0.785781695990099 -0.841160568910891 -0.790683052970297 -0.63774231895495 -0.645505843910396 -0.63774231895495 -0.645505843910396 -0.707386234311881 -0.662760214650495 -0.67658561339604 -0.719424748168317 -0.820481950841584 -0.82976500049505 -0.663817303221287 -0.639850919291089 -0.725252300544554 -0.66636569620297 -0.649994221693564 -0.714767513465347 -0.684606744475198 -0.698571516796584 -0.775572509653465 -0.69693815789604 -0.695947092235149 -0.811112738960396 -0.722727699257426 -0.785581012128713 -0.687933816079208 -0.781377035445545 -0.79134097529703 -0.699568639950495 -0.643295619980198 -0.702471954927723 -0.664099816515842 -0.662923271717822 -0.760770778168317 -0.742878311054455 -0.83117518480198 -0.840181710346535
12 "WALKING_UPSTAIRS" 0.275173971949153 -0.0186437983445763 -0.107720839398305 -0.444976442345763 -0.337117667238983 -0.69405067279661 0.586740658220339 0.143730357126271 -0.0597390195025424 -0.97150008059322 -0.964734199237288 -0.958150118474576 0.0545586154898305 0.0104240426932203 0.0177408328090508 -0.421849329245763 -0.373600345556017 -0.790304956271186 -0.0756339311016949 -0.03797095185 0.0903861765730508 -0.662605671844915 -0.645607851101695 -0.667772093194915 -0.0692049439288136 -0.0467718600059322 -0.0512327081544915 -0.579529366516949 -0.75999997338983 -0.678598462567797 -0.425794459213559 -0.452639811590678 -0.425794459213559 -0.452639811590678 -0.497662186977966 -0.401351316878814 -0.554775296115254 -0.625684568141017 -0.703363381016949 -0.712128477966102 -0.433587900260169 -0.323745588960169 -0.729016406186441 -0.450926731285593 -0.387166879172881 -0.701793199322034 -0.452749316084746 -0.407656008120339 -0.775176775169492 -0.442082308305932 -0.379258174208898 -0.804252431016949 -0.555999907609322 -0.674983413898305 -0.605048659483051 -0.697354860144068 -0.634366754830509 -0.723065627881356 -0.415466623332203 -0.561621315340678 -0.393291349702542 -0.415307316294068 -0.642915587869492 -0.679311544288136 -0.719250211762712 -0.724058991271186
13 "WALKING_UPSTAIRS" 0.275895876198777 -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.448816097853364 -0.587230562129052 0.709996516908257 -0.0420858101162079 0.0443010536786239 -0.967268063455658 -0.953540716850153 -0.938727880275229 0.0794393034550306 0.00387961953328135 -0.0123485923641621 -0.638889532599083 -0.569700547488012 -0.728452966311927 -0.0562470618980061 -0.0616613787494801 0.098866059686422 -0.715109859672783 -0.645728612088685 -0.643337285033639 -0.0881182379434251 -0.0440836605146789 -0.0582718748712538 -0.715772980189602 -0.718988591831804 -0.712716428498471 -0.539871637249541 -0.597230982062691 -0.539871637249541 -0.597230982062691 -0.625466938809174 -0.610248540269939 -0.581215403184709 -0.636364939544342 -0.712745036012232 -0.712056186747706 -0.638817912651682 -0.493467193137125 -0.629736258731804 -0.620602036452599 -0.462584458627829 -0.599036895271407 -0.66008217407156 -0.603340489937615 -0.710831730361468 -0.649606227431844 -0.562129866937645 -0.744823539571865 -0.65864242140581 -0.647152817899388 -0.620471226529052 -0.734657989051988 -0.650623558847401 -0.685774481529052 -0.589928108599083 -0.665344858593272 -0.607295296423853 -0.617075473106453 -0.652225306544343 -0.691915161336391 -0.712054366504281 -0.733183567759939
14 "SITTING" 0.270184596009288 -0.0162548178510526 -0.100985935692074 -0.611671118216099 -0.374730765205077 -0.29354271467452 0.672081224882353 -0.111701388781115 -0.161179728291022 -0.941245714736842 -0.942377305312693 -0.915927846160991 0.0741757467665015 0.00443682723817957 -0.00253044692473994 -0.641964198633003 -0.586459622773684 -0.656855586102105 0.000253671358297214 -0.0954921154823529 0.0606712446996904 -0.728661379340557 -0.398959362766099 -0.364478192502167 -0.107556127062003 -0.0433200489340217 -0.0450693836894427 -0.7862917325387 -0.6979155314613 -0.638299064788854 -0.453262620331889 -0.474058613408978 -0.453262620331889 -0.474058613408978 -0.608973420309907 -0.605144269857245 -0.416459776709257 -0.471486714606811 -0.700520939854799 -0.727023009383901 -0.619513271851703 -0.455237617000929 -0.440650672343653 -0.609406374110062 -0.376829989404644 -0.275013722171486 -0.654385009392879 -0.598699531399381 -0.618712162187307 -0.661460356953251 -0.60215894382322 -0.694424996467802 -0.699166400749226 -0.50463317018839 -0.42391821438452 -0.740052209854489 -0.348864187370186 -0.407672097170898 -0.490874179820433 -0.548269930770588 -0.596896308848452 -0.619215144539319 -0.543030528985449 -0.516930495917399 -0.717590101802972 -0.760560087962848
15 "SITTING" 0.27821340725 -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.481679537956006 -0.705706623868902 0.688872511512195 0.102660491875 0.0372897701757012 -0.968733398628049 -0.956369493993902 -0.947240058048781 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.624055782158537 -0.594312678045091 -0.825820881576219 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.696859473045732 -0.708779069191463 -0.721826987530488 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.853956592073171 -0.795626198384146 -0.527285352000488 -0.557147874176037 -0.527285352000488 -0.557147874176037 -0.654799694757531 -0.625660376546646 -0.617721779796037 -0.675336960047866 -0.805282669512195 -0.837120078079268 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.547150855443902 -0.501568435233384 -0.711431340356707 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.637655155092835 -0.605854882622652 -0.845111060762195 -0.664354428856402 -0.760711411006098 -0.711194539920732 -0.709336168176829 -0.684504735744512 -0.751696527195122 -0.562948391223628 -0.623655618198171 -0.614817605125915 -0.643101167069512 -0.732394493841463 -0.695346839682927 -0.83680189402439 -0.849634463841463
16 "SITTING" 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 -0.603819902386066 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 -0.945294028639344 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.767873049380055 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.810124133715847 -0.737629967961749 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.86957312057377 -0.837039926065574 -0.616131116889044 -0.661719690491803 -0.616131116889044 -0.661719690491803 -0.725246870486339 -0.719647028238525 -0.718168775628415 -0.78482286579235 -0.860446372459016 -0.87480016568306 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.661844530506831 -0.605646725307104 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.738434398105465 -0.782089515344262 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.756993640724044 -0.666962508246721 -0.712680990765301 -0.713167613706148 -0.729869398769672 -0.81712881920765 -0.802078223409836 -0.87277228273224 -0.886533212213115
17 "SITTING" 0.274029548065217 -0.0175416045074728 -0.109199853130082 -0.608455243870734 -0.567005319464348 -0.660582755619022 0.69893741138587 -0.013734698125 -0.0177042428953804 -0.971771652907609 -0.958810046467391 -0.949039213831522 0.0814060565059783 0.00848949673339674 0.00270288011005435 -0.682603096154891 -0.668693821044565 -0.813339560652174 -0.0146686177049565 -0.082710926198038 0.077025064375462 -0.759011119945652 -0.764867040625 -0.720741038680163 -0.107854170946467 -0.039171944702962 -0.0508496510874185 -0.788387981630435 -0.825988662771739 -0.808251302907609 -0.568367244093859 -0.636074477703533 -0.568367244093859 -0.636074477703533 -0.696465197235054 -0.693946394750815 -0.676185123284103 -0.750145260967391 -0.810438232853261 -0.825255969701087 -0.651780423718288 -0.601741376260245 -0.718947424896739 -0.59351017342337 -0.576930056063587 -0.656622932009511 -0.716681622653533 -0.694754837788043 -0.802528785896739 -0.67654494089212 -0.663158393238587 -0.822801747581522 -0.728710411180707 -0.774745258994565 -0.726857840652174 -0.770057225710326 -0.761335243695652 -0.745101477910326 -0.646189154826902 -0.687536943227717 -0.697575558993207 -0.692595778979891 -0.769498551467391 -0.782232494673913 -0.829124468315217 -0.833701023152174
18 "WALKING_UPSTAIRS" 0.276324152142857 -0.0172831546595266 -0.108112251068681 -0.694616884972527 -0.627117507326923 -0.701596039615385 0.716863248351648 -0.01578199625 0.0899901746593407 -0.980138675796703 -0.969542030412088 -0.959434177692308 0.077480921531044 0.0128850449171841 0.000848545124184616 -0.734644450054945 -0.732969175274725 -0.847257765851648 -0.0373993798891484 -0.0678200104982143 0.0908402866868132 -0.804533729046703 -0.777361713653846 -0.745612483131868 -0.0944029581558242 -0.044169186546978 -0.0568482569002198 -0.842893477884615 -0.884050472967033 -0.83861466293956 -0.658370952115385 -0.689671890376374 -0.658370952115385 -0.689671890376374 -0.753904676895604 -0.745212812708791 -0.714735668626374 -0.775779058758242 -0.859899942335165 -0.88856533728022 -0.714227764615385 -0.663659666593407 -0.761229192087912 -0.687850549203297 -0.632838238002747 -0.694874090513736 -0.750020077252747 -0.744113444532967 -0.833032083021978 -0.742517893708791 -0.739197834642857 -0.860168954615385 -0.787757637521978 -0.816385880247253 -0.755926770686813 -0.812175241332418 -0.759665554340659 -0.766381665384615 -0.697732862178571 -0.733904051236264 -0.742323821887363 -0.750189976318681 -0.816286626730769 -0.789777674554945 -0.88466302260989 -0.902206780607143
19 "LAYING" 0.268339183113475 -0.0187589558484787 -0.12140415774744 -0.461518195570603 -0.382898728217553 -0.563379417093972 0.396641053120567 0.117385170141844 0.205164116944078 -0.952134253546099 -0.955034903368794 -0.935134902021277 0.0779477317570567 0.01197467159536 -0.00263531556095035 -0.456033263519823 -0.45916968473617 -0.627422831732979 -0.0426130632166468 -0.0687555371432624 0.089144878148227 -0.544103884670922 -0.552569791211738 -0.555552530206028 -0.0869042168156028 -0.0374993264437234 -0.0572815080969149 -0.518143683504965 -0.653111328633333 -0.604108473047411 -0.410877683475496 -0.498668963457695 -0.410877683475496 -0.498668963457695 -0.462907588320922 -0.496521162673404 -0.436124386587234 -0.512127771264184 -0.598923600520567 -0.653554118557801 -0.477185043103227 -0.400042026700426 -0.557277430894504 -0.456750917149291 -0.413717522581738 -0.60416090492695 -0.48421303958461 -0.49177051765 -0.596987771010638 -0.475886085932979 -0.460040238390355 -0.656625512764504 -0.436778112799291 -0.547965143065248 -0.500185710441915 -0.579925107574326 -0.561207403280851 -0.617567859386525 -0.442152560739255 -0.613439689329787 -0.463697247065319 -0.546596600775887 -0.542929656906738 -0.578759700079787 -0.645500585606383 -0.690258655705674
19 "SITTING" 0.274728278461538 -0.0161937053371795 -0.106971953217949 -0.983706167948718 -0.955835759487179 -0.959403922307692 0.759788574102564 0.0205548279487179 0.33369004425641 -0.980547458076923 -0.974506892051282 -0.965898206923077 0.0754987303089744 0.0101588435987179 0.000933886249782051 -0.987056352564103 -0.976745864871795 -0.987054267692308 -0.0239638268382051 -0.0659241056410256 0.0855267904914103 -0.976500945769231 -0.973938295897436 -0.971535677820513 -0.0993183353846154 -0.0412910828589744 -0.0558204450128205 -0.982878405641026 -0.989480799358974 -0.985228984358974 -0.967630046410256 -0.96428652051282 -0.967630046410256 -0.96428652051282 -0.985912167820513 -0.982970655897436 -0.956717993717949 -0.964276738076923 -0.988983329615385 -0.986067566025641 -0.984255713846154 -0.962408410897436 -0.971502972692308 -0.983583491025641 -0.954567041538462 -0.955532340512821 -0.987032099230769 -0.976037100512821 -0.984388027179487 -0.988304746153846 -0.97953170525641 -0.988454999230769 -0.973600250384615 -0.978913558846154 -0.972983852179487 -0.977522990769231 -0.971505860512821 -0.973696549102564 -0.96946894948718 -0.966153062179487 -0.98231601974359 -0.982715393461538 -0.973814316410256 -0.964450168076923 -0.987124077051282 -0.985482119102564
20 "WALKING_UPSTAIRS" 0.268425757926554 -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.369336706508757 -0.634787346548023 0.628040637177966 -0.0373059475847458 0.10723075947935 -0.958201862627119 -0.952506793418079 -0.940981537502825 0.079818125480791 0.00220928707107345 -0.00450611895602542 -0.627098830685593 -0.527174601581921 -0.747362572898305 -0.0242488811785028 -0.0789448418069209 0.0856280628860452 -0.684586332415254 -0.573677383024548 -0.52727797039661 -0.094982179135 -0.0414356124141243 -0.0543001277610169 -0.698354145936441 -0.684280685533898 -0.636715878557062 -0.517257429345412 -0.572325820319209 -0.517257429345412 -0.572325820319209 -0.619698756735028 -0.588644307467599 -0.516861235888701 -0.580023613494576 -0.684048497355932 -0.683503744537853 -0.612641113666949 -0.426398722000395 -0.665006945724294 -0.60314894923565 -0.381534028764124 -0.647515612457627 -0.652264226931438 -0.557791286001412 -0.732835648957627 -0.634710081102825 -0.525907610282373 -0.760509114748588 -0.626445370827119 -0.591039733449633 -0.518444509491525 -0.704481841200565 -0.567588605842655 -0.575002191142655 -0.560278889421186 -0.648306198707062 -0.584571446817062 -0.597351046813729 -0.606970915061638 -0.635816314618644 -0.692638075749774 -0.694680032329943
21 "LAYING" 0.277466525522059 -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.565585190336299 -0.669621813176471 0.645775957808824 -0.0750963071446078 0.0321851774362745 -0.965586634460784 -0.969330818455882 -0.953093993308823 0.0822207874776961 0.00350107553584853 -0.010659072671299 -0.699763344205784 -0.66515912310562 -0.78182390148299 -0.0276346639303578 -0.0784719736838971 0.0861212668362745 -0.79617228689951 -0.765057760637255 -0.701642028499559 -0.100558317889216 -0.0408236141863333 -0.0533861046416422 -0.792483156720588 -0.815859336004902 -0.812017312181373 -0.620309259553676 -0.6601960145 -0.620309259553676 -0.6601960145 -0.703461275879657 -0.680069218953922 -0.693779224517157 -0.761303119652451 -0.807817403137255 -0.82408989995098 -0.693486097144118 -0.59377821414902 -0.707713799021814 -0.665349663426471 -0.578748586831863 -0.675588192778676 -0.71641413145049 -0.678615118728922 -0.767351986555392 -0.709800728388235 -0.674102360655147 -0.794922813673627 -0.752040828651961 -0.759325714811275 -0.709471420465686 -0.811026710110294 -0.771388318823529 -0.728319304730637 -0.658664719514706 -0.714345739215931 -0.679742584809363 -0.683725127418382 -0.776473060171569 -0.793158526279412 -0.826275026053922 -0.834949863259804
22 "LAYING" 0.274767690046106 -0.0168273604077383 -0.108670376782866 -0.546089975548692 -0.491188426241526 -0.65508967878972 0.609390874922118 0.0315098683115265 0.23588786398215 -0.95850446411215 -0.957323093436449 -0.939081026109034 0.0791031130417757 0.0152572466619626 -0.0072287329753271 -0.584963756862305 -0.560470117123364 -0.760468444299065 -0.00800630644716511 -0.0949661116922118 0.0812406584647975 -0.695919202960436 -0.784052281090343 -0.654458016208723 -0.109257561827445 -0.0384616223750156 -0.0582144293519003 -0.708898710199377 -0.859924419844237 -0.742272774987539 -0.504099198287601 -0.595953853592586 -0.504099198287601 -0.595953853592586 -0.609772829890966 -0.589823140414673 -0.637666108456075 -0.67637856158162 -0.794681311214953 -0.82649344800623 -0.594929652065732 -0.508172778206231 -0.687320961149533 -0.528958812567601 -0.51558097336324 -0.665516999699377 -0.60425320237352 -0.574318114038941 -0.739701808286604 -0.602457991412617 -0.576391814080349 -0.780252702647975 -0.639575654479751 -0.79139974588785 -0.643363339819315 -0.714977903442368 -0.782046079563863 -0.690679448900312 -0.574333164853583 -0.673896212809346 -0.585442501515888 -0.599286879114019 -0.728166770031153 -0.699600086233645 -0.830191956697819 -0.835597218255452
23 "LAYING" 0.273493254730108 -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.532078546615699 -0.450557203409946 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.934236146612903 0.0778588215843817 0.0200470964972984 -0.000717680881887096 -0.608183751830914 -0.61898123051828 -0.603048769571532 -0.0220890418013172 -0.0825972963754032 0.074694942324328 -0.755738625241935 -0.500338191139785 -0.609683451821774 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.728692138333333 -0.546043593651882 -0.740518145887097 -0.532754757205108 -0.56557562579215 -0.532754757205108 -0.56557562579215 -0.58640067170914 -0.55872531418629 -0.544207964433387 -0.541949073660753 -0.623412641977151 -0.573942888021613 -0.599080886430645 -0.548483208943548 -0.49021281618414 -0.633839114436559 -0.554471679592177 -0.474767543716048 -0.617521836605645 -0.628231338392742 -0.578870810235484 -0.635054351475538 -0.636977610060753 -0.627540367652688 -0.685136501518817 -0.497783811010484 -0.617685416736559 -0.779197054064516 -0.50785054741371 -0.644131036807258 -0.529029284118011 -0.657048917971505 -0.542663319457527 -0.583832309145968 -0.534657191683602 -0.632288527203763 -0.584111049810215 -0.593735302105376
24 "WALKING_UPSTAIRS" 0.276767046391076 -0.0176822460103885 -0.107914503687664 -0.675459176298425 -0.582490655185302 -0.636497458900262 0.69498126808399 0.0729509702152231 0.0623227714146982 -0.975329699658793 -0.96089816664042 -0.955724566194226 0.0784735003467192 0.00396900308574016 -0.00700960558805774 -0.74030054488189 -0.685979796261942 -0.736374232574803 -0.0212578096847769 -0.0782440202677165 0.0841740375981627 -0.776199049939633 -0.763365457296588 -0.708251676335958 -0.0998294248142257 -0.0390749421383202 -0.0552987683401575 -0.764490030609974 -0.792718702440945 -0.796816516614173 -0.620032665162467 -0.650862147810236 -0.620032665162467 -0.650862147810236 -0.713667423769029 -0.689391189346457 -0.682447212750656 -0.742983126606299 -0.791646550787402 -0.788997850813648 -0.707613779580052 -0.611509042586877 -0.65585899482231 -0.664356691751496 -0.594676790059055 -0.655360521446194 -0.752245372493438 -0.703641614506562 -0.719655747391076 -0.751378154304462 -0.688280461860892 -0.751628687821522 -0.722607377748032 -0.753710479580053 -0.70948857687664 -0.794063529133858 -0.771969808976378 -0.735749934304462 -0.650121872273806 -0.705928425819685 -0.696845583388451 -0.682447145993307 -0.754131617480315 -0.782076276167979 -0.795019165380577 -0.796157264514436
25 "LAYING" 0.275301467772127 -0.0193221769314914 -0.10962903098044 -0.716264537547677 -0.531421035602689 -0.64709556105868 0.672386622127139 0.0471601427530562 0.239226040930391 -0.950017091344743 -0.901088770963325 -0.880682330706602 0.0817657442063814 0.00638633884442543 -0.010346171499489 -0.79682335007335 -0.722502919364303 -0.860669382640587 -0.00298151164792176 -0.083900354157824 0.0993606079900489 -0.683131970775061 -0.752261013276284 -0.74741022 -0.108263884562298 -0.0389884753435208 -0.0555782223647433 -0.768682473178484 -0.902628080757946 -0.831848667286064 -0.583377749713936 -0.659015505611247 -0.583377749713936 -0.659015505611247 -0.783445354474328 -0.780451867848411 -0.625733064258924 -0.68515279467066 -0.849630706259169 -0.872776184449878 -0.748416509682152 -0.600027697242054 -0.738509947579462 -0.705223686579951 -0.529064652290954 -0.630224637674572 -0.804144642836186 -0.740570312249389 -0.849504849486553 -0.807712525721271 -0.721707668572127 -0.870541516210269 -0.672197763601467 -0.81313379207824 -0.746832213594132 -0.690398481943765 -0.723584437530562 -0.771208929095355 -0.69501971 -0.695367928718826 -0.779190075892421 -0.783547229755501 -0.754236109755501 -0.697213120366748 -0.875970674743276 -0.877714953691932
26 "LAYING" 0.266665086303289 -0.0126604564370395 -0.103219748046053 -0.789519438953947 -0.759447176072368 -0.8142498625 0.528481106315789 0.181035843730263 0.297372368697368 -0.964082836710526 -0.968145476513158 -0.9613159325 0.0814224740394737 0.0121608809678289 -0.00497434950706579 -0.818396768901316 -0.805625271068421 -0.846934171052632 -0.0244980085046053 -0.0812137120125 0.0994417664671053 -0.859708431539474 -0.881999147828947 -0.819087657368421 -0.101421019955132 -0.0407465479328947 -0.0582775581136711 -0.845707352960526 -0.900085505789474 -0.860892131447368 -0.763300536230263 -0.791764282506579 -0.763300536230263 -0.791764282506579 -0.813616303289474 -0.810730519598684 -0.817365100914474 -0.852827576842105 -0.87854780875 -0.8944923525 -0.798084999106579 -0.764578737986842 -0.819468786973684 -0.786684494585526 -0.771916156513158 -0.826532078684211 -0.828885664342105 -0.813670066978947 -0.841140613026316 -0.823791834118421 -0.81033083655329 -0.851347576776316 -0.827882281605263 -0.881744655131579 -0.808503304736842 -0.870023551125 -0.88376038868421 -0.839659688486842 -0.797373303203947 -0.821611235003289 -0.811055083907895 -0.811299976757237 -0.866592854210526 -0.869453256710526 -0.895942263092105 -0.900418082960526
26 "WALKING" 0.27707186075 -0.0183906329089125 -0.110436054620833 -0.5177027062375 -0.476096454437083 -0.635776778583333 0.669997072625 0.0628951108375 0.194038950263333 -0.97018344 -0.954373349845833 -0.952050736541667 0.0805271657941667 0.00483737169733333 -0.00868948039375 -0.596947612917917 -0.597802079064171 -0.734912477708333 -0.0182291503854167 -0.0837091090064167 0.086936252598125 -0.7077521449125 -0.74917047575 -0.6300449195125 -0.0971605398470833 -0.0403053067809583 -0.0542770612758333 -0.660510248586667 -0.795595732708333 -0.717500807291667 -0.498099025207917 -0.5117970759 -0.498099025207917 -0.5117970759 -0.619742177958333 -0.593000353695 -0.616844952216667 -0.68787089535125 -0.747518718416667 -0.770010727833333 -0.55799366027375 -0.512795660234167 -0.663611710604167 -0.503815829633333 -0.49156862359125 -0.65006412725 -0.617413920799583 -0.622662198304167 -0.724234254125 -0.612312219306667 -0.598041970142917 -0.744693438791667 -0.6240868380625 -0.7471717415 -0.6139758234625 -0.735076815266667 -0.752889471541667 -0.670254758541667 -0.52686664664625 -0.5803786237575 -0.5958197088 -0.593618753297917 -0.709649170875 -0.727632661441667 -0.778216552125 -0.775587847875
27 "WALKING" 0.277264567074468 -0.0167969215592152 -0.110848300413564 -0.660976085218085 -0.630460488658511 -0.68321532587766 0.627230079867021 0.032242387143617 0.14116869604876 -0.974620173404255 -0.972505174787234 -0.959200394414894 0.0768320396617021 0.00617714992829521 -0.00495000607441489 -0.700549974357447 -0.674792293475665 -0.783632076781915 -0.0608887602789628 -0.0552177945716489 0.108947089653191 -0.795853557018617 -0.802048718989362 -0.674128512103723 -0.0893066039356303 -0.0450414487725798 -0.0586254676047872 -0.8210758325 -0.837320211489362 -0.782945588829787 -0.627947737417819 -0.677874152031915 -0.627947737417819 -0.677874152031915 -0.70180744799867 -0.696003354282979 -0.694016019806117 -0.754713306440957 -0.823067662473404 -0.837212879564096 -0.681454795855319 -0.641267840429521 -0.715482857547872 -0.654659392263298 -0.649506674776596 -0.692130765962766 -0.714554678365692 -0.694509658473138 -0.76857445225266 -0.712857956529255 -0.675744794384309 -0.797303408218085 -0.768505711292553 -0.795433953608777 -0.702788513114362 -0.806288410297872 -0.808791849202128 -0.697147299066489 -0.667185803946808 -0.734883056953989 -0.688572791044947 -0.707531366315426 -0.785953610106383 -0.777810418832447 -0.837585999827128 -0.848260021656915
